DATA,TMEDIA,TMIN,TMAX,PUNTORUGIADA,UMIDITA_percent,VISIBILITA_km,VENTOMEDIA_kmorari,VENTOMAX_kmorari,RAFFICA_kmorari,PRESSIONESLM_mb,PRESSIONEMEDIA_mb,PIOGGIA_mm,FENOMENI
1/8/2021,26,22,32,18,64,20,17,39,0,1005,0,0,pioggia temporale 
2/8/2021,26,21,31,16,56,19,17,28,0,1011,0,0,
3/8/2021,24,15,32,14,56,18,12,28,0,1013,0,0,
4/8/2021,25,20,30,17,64,19,11,22,0,1011,0,0,
5/8/2021,26,21,31,17,58,22,23,41,0,1006,0,0,pioggia temporale 
6/8/2021,26,22,29,18,63,18,14,21,0,1007,0,0,
7/8/2021,26,19,31,19,65,20,14,30,0,1008,0,0,
8/8/2021,29,24,34,17,50,21,14,28,0,1010,0,0,
9/8/2021,27,20,32,19,64,21,12,22,0,1016,0,0,
10/8/2021,25,19,30,19,72,22,9,17,0,1016,0,0,
11/8/2021,26,19,32,19,68,20,8,17,0,1016,0,0,
12/8/2021,26,19,31,21,76,19,9,18,0,1018,0,0,
13/8/2021,27,21,32,20,71,19,7,15,0,1020,0,0,
14/8/2021,27,20,33,20,69,19,9,21,0,1018,0,0,
15/8/2021,28,21,33,21,70,21,8,15,0,1014,0,0,
16/8/2021,29,23,35,19,57,19,12,24,0,1008,0,0,
17/8/2021,25,22,29,19,71,18,13,18,0,1009,0,0,
18/8/2021,24,19,27,17,68,20,9,15,0,1014,0,0,
19/8/2021,23,16,28,16,64,18,10,18,0,1014,0,0,
20/8/2021,24,18,28,16,66,19,9,18,0,1015,0,0,
21/8/2021,24,16,30,17,68,20,10,18,0,1017,0,0,
22/8/2021,27,18,31,19,65,22,10,24,0,1015,0,0,
23/8/2021,24,21,27,21,84,17,14,28,0,1014,0,0,pioggia temporale 
24/8/2021,23,18,27,18,74,19,12,18,0,1015,0,0,
25/8/2021,22,18,25,16,70,20,11,18,0,1014,0,0,
26/8/2021,21,14,27,16,75,19,11,18,0,1010,0,0,
27/8/2021,21,18,23,18,86,19,17,26,0,1009,0,0,pioggia 
28/8/2021,19,16,24,15,80,21,11,18,0,1011,0,0,pioggia 
29/8/2021,20,15,24,13,67,19,14,22,0,1012,0,0,pioggia temporale 
30/8/2021,20,11,27,12,67,20,9,28,0,1012,0,0,
31/8/2021,20,15,25,16,82,18,14,33,0,1016,0,0,pioggia temporale 
1/4/2021,15,7,22,8,67,17,8,13,0,1017,0,0,
2/4/2021,16,7,23,8,63,20,9,17,0,1012,0,0,
3/4/2021,13,7,16,8,77,21,19,37,0,1011,0,0,
4/4/2021,10,4,12,3,66,17,21,37,0,1017,0,0,
5/4/2021,8,0,15,5,80,21,12,28,0,1013,0,0,
6/4/2021,8,4,12,5,85,15,15,46,0,1004,0,0,pioggia 
7/4/2021,4,1,8,2,78,20,14,35,0,1014,0,0,pioggia 
8/4/2021,8,0,14,1,52,18,11,18,0,1024,0,0,
9/4/2021,9,1,15,5,75,21,11,26,0,1026,0,0,
10/4/2021,11,5,16,7,79,20,7,13,0,1022,0,0,
11/4/2021,13,10,18,10,83,20,16,30,0,1018,0,0,pioggia 
12/4/2021,14,12,19,12,86,13,10,22,0,1015,0,0,pioggia 
13/4/2021,8,6,12,6,87,15,20,41,0,1018,0,0,pioggia 
14/4/2021,8,3,13,3,72,21,11,17,0,1023,0,0,
15/4/2021,7,1,11,3,77,19,11,26,0,1021,0,0,
16/4/2021,8,1,13,2,70,21,10,21,0,1019,0,0,
17/4/2021,8,2,13,3,70,18,10,18,0,1016,0,0,
18/4/2021,9,5,13,5,78,21,10,18,0,1015,0,0,
19/4/2021,10,4,15,5,76,19,9,18,0,1015,0,0,
20/4/2021,12,5,18,7,70,19,10,21,0,1015,0,0,
21/4/2021,12,4,17,8,77,20,11,22,0,1017,0,0,
22/4/2021,13,9,17,11,87,19,10,18,0,1018,0,0,
23/4/2021,11,5,17,8,81,20,7,15,0,1022,0,0,
24/4/2021,12,5,19,6,70,19,8,17,0,1022,0,0,
25/4/2021,14,5,20,7,66,20,9,17,0,1016,0,0,
26/4/2021,14,9,17,12,89,21,7,13,0,1013,0,0,pioggia 
27/4/2021,13,12,14,11,91,20,9,13,0,1009,0,0,pioggia 
28/4/2021,14,12,16,11,87,18,8,13,0,1009,0,0,
29/4/2021,16,10,21,13,80,21,7,13,0,1009,0,0,nebbia 
30/4/2021,16,10,21,13,80,20,10,26,0,1010,0,0,
1/12/2021,6,0,13,5,81,21,7,13,0,1011,0,0,
2/12/2021,5,4,10,3,87,9,10,13,0,1000,0,0,pioggia 
3/12/2021,6,3,7,4,85,14,12,18,0,1009,0,0,pioggia 
4/12/2021,5,1,9,4,82,23,8,15,0,1010,0,0,
5/12/2021,5,2,7,3,84,11,9,21,0,1003,0,0,
6/12/2021,3,0,8,2,85,19,16,24,0,1007,0,0,pioggia 
7/12/2021,1,-1,7,2,85,20,9,17,0,1012,0,0,
8/12/2021,3,-3,10,3,85,21,13,35,0,1004,0,0,pioggia 
9/12/2021,4,2,5,2,84,17,13,18,0,1001,0,0,pioggia 
10/12/2021,6,3,8,3,84,20,10,17,0,1002,0,0,pioggia 
11/12/2021,5,3,8,3,83,17,23,31,0,1007,0,0,
12/12/2021,3,0,9,0,81,19,8,15,0,1021,0,0,
13/12/2021,5,0,10,2,75,22,7,9,0,1024,0,0,
14/12/2021,3,-1,9,2,88,22,6,11,0,1026,0,0,
15/12/2021,4,0,10,4,86,21,9,13,0,1029,0,0,
16/12/2021,4,2,8,3,85,11,14,21,0,1030,0,0,
17/12/2021,5,1,10,4,84,18,12,18,0,1031,0,0,
18/12/2021,-1,-3,0,0,85,1,9,15,0,1032,0,0,nebbia 
19/12/2021,2,-3,8,3,85,9,8,11,0,1023,0,0,nebbia 
20/12/2021,3,-2,10,3,85,9,7,13,0,1017,0,0,nebbia 
21/12/2021,4,1,6,3,88,4,8,11,0,1022,0,0,nebbia 
22/12/2021,6,4,7,3,83,18,16,21,0,1025,0,0,
23/12/2021,5,3,6,3,88,8,7,11,0,1023,0,0,
24/12/2021,6,5,6,3,85,5,4,9,0,1013,0,0,
25/12/2021,5,4,6,3,88,2,8,15,0,1009,0,0,pioggia 
26/12/2021,5,4,6,3,86,2,6,9,0,1008,0,0,pioggia 
27/12/2021,7,6,9,5,86,4,5,9,0,1009,0,0,pioggia nebbia 
28/12/2021,7,6,8,5,85,4,6,11,0,1009,0,0,pioggia nebbia 
29/12/2021,6,5,7,3,82,2,6,9,0,1010,0,0,nebbia 
30/12/2021,5,4,6,2,84,1,9,11,0,1019,0,0,nebbia 
31/12/2021,3,0,5,2,84,1,5,9,0,1025,0,0,nebbia 
1/2/2021,6,4,8,4,86,12,6,13,0,1000,0,0,pioggia 
2/2/2021,6,3,10,4,84,13,8,13,0,1011,0,0,nebbia 
3/2/2021,6,3,8,4,85,3,6,15,0,1014,0,0,nebbia 
4/2/2021,7,5,10,5,85,2,6,11,0,1017,0,0,nebbia 
5/2/2021,7,3,8,4,82,1,5,9,0,1018,0,0,nebbia 
6/2/2021,8,7,10,5,83,2,4,8,0,1014,0,0,nebbia 
7/2/2021,9,7,12,7,83,8,8,15,0,999,0,0,nebbia 
8/2/2021,11,6,15,5,71,19,16,31,0,995,0,0,
9/2/2021,11,8,12,9,87,17,11,18,0,1000,0,0,pioggia 
10/2/2021,11,7,14,8,85,20,11,17,0,999,0,0,pioggia 
11/2/2021,8,5,11,5,82,18,15,30,0,1011,0,0,
12/2/2021,4,3,7,2,77,20,21,30,0,1023,0,0,pioggia 
13/2/2021,1,0,2,1,65,16,20,28,0,1028,0,0,pioggia neve 
14/2/2021,2,-2,6,0,52,20,20,30,0,1036,0,0,
15/2/2021,3,-4,9,0,59,22,8,13,0,1037,0,0,
16/2/2021,5,-1,10,3,77,23,9,13,0,1027,0,0,
17/2/2021,7,2,10,4,84,16,8,15,0,1022,0,0,
18/2/2021,7,3,11,5,87,6,6,9,0,1023,0,0,nebbia 
19/2/2021,8,3,17,5,79,13,8,17,0,1024,0,0,nebbia 
20/2/2021,8,3,14,6,86,12,6,11,0,1025,0,0,nebbia 
21/2/2021,6,2,11,4,86,1,7,11,0,1027,0,0,nebbia 
22/2/2021,8,4,11,6,88,3,7,13,0,1031,0,0,nebbia 
23/2/2021,7,2,13,6,87,2,6,17,0,1035,0,0,nebbia 
24/2/2021,10,3,19,4,71,14,11,22,0,1034,0,0,
25/2/2021,10,4,18,5,73,22,9,17,0,1031,0,0,
26/2/2021,9,3,17,5,79,20,8,13,0,1027,0,0,
27/2/2021,8,2,13,5,80,19,11,28,0,1024,0,0,
28/2/2021,7,2,11,2,71,20,12,24,0,1031,0,0,
1/1/2021,7,3,10,4,85,19,11,26,0,1009,0,0,pioggia 
2/1/2021,7,4,11,5,85,10,10,17,0,1006,0,0,pioggia 
3/1/2021,8,5,13,5,82,20,8,17,0,1008,0,0,
4/1/2021,4,1,6,3,88,4,5,9,0,1010,0,0,nebbia 
5/1/2021,5,3,8,3,85,9,6,15,0,1008,0,0,pioggia nebbia 
6/1/2021,4,0,8,2,79,19,8,30,0,1010,0,0,
7/1/2021,2,0,6,2,84,9,5,8,0,1014,0,0,nebbia 
8/1/2021,3,1,6,1,83,9,13,22,0,1014,0,0,nebbia 
9/1/2021,2,1,3,1,80,21,16,22,0,1017,0,0,
10/1/2021,3,2,5,1,87,12,15,18,0,1016,0,0,pioggia 
11/1/2021,2,0,3,1,84,20,16,22,0,1018,0,0,
12/1/2021,3,0,8,1,78,21,9,22,0,1016,0,0,
13/1/2021,1,-3,6,1,87,20,7,15,0,1014,0,0,
14/1/2021,,,,,,,,,,,,,
15/1/2021,4,0,8,3,81,17,7,15,0,1016,0,0,
16/1/2021,2,-2,7,0,78,19,9,15,0,1021,0,0,
17/1/2021,1,-1,3,1,88,13,7,17,0,1016,0,0,pioggia neve 
18/1/2021,2,0,6,2,86,6,10,18,0,1023,0,0,
19/1/2021,0,-4,6,1,86,3,6,11,0,1024,0,0,nebbia 
20/1/2021,2,-2,6,2,85,2,6,11,0,1021,0,0,nebbia 
21/1/2021,2,1,4,1,84,1,6,11,0,1016,0,0,pioggia nebbia 
22/1/2021,9,2,15,6,81,12,15,30,0,1002,0,0,pioggia 
23/1/2021,9,5,11,5,75,19,14,22,0,995,0,0,pioggia 
24/1/2021,5,3,8,4,83,12,14,28,0,998,0,0,pioggia 
25/1/2021,4,0,7,3,81,18,12,24,0,1001,0,0,pioggia 
26/1/2021,3,-2,10,0,68,19,13,22,0,1014,0,0,
27/1/2021,2,-2,7,0,71,18,8,15,0,1017,0,0,
28/1/2021,2,-2,7,2,81,21,5,9,0,1014,0,0,
29/1/2021,3,-1,7,2,88,11,7,15,0,1006,0,0,
30/1/2021,6,-1,15,7,80,13,9,15,0,1001,0,0,
31/1/2021,8,6,11,5,86,12,18,28,0,996,0,0,pioggia 
1/6/2021,18,10,23,11,69,20,14,30,0,1017,0,0,
2/6/2021,19,11,24,13,71,18,9,18,0,1018,0,0,
3/6/2021,21,13,26,15,70,21,12,22,0,1022,0,0,
4/6/2021,21,15,26,16,74,19,8,18,0,1022,0,0,
5/6/2021,23,17,27,16,68,20,12,21,0,1019,0,0,
6/6/2021,21,18,25,19,88,18,10,18,0,1016,0,0,pioggia temporale 
7/6/2021,20,17,24,18,88,22,8,15,0,1016,0,0,pioggia temporale 
8/6/2021,20,16,25,17,84,17,11,17,0,1017,0,0,
9/6/2021,22,16,27,16,71,18,9,21,0,1017,0,0,
10/6/2021,22,15,26,16,74,20,9,17,0,1016,0,0,pioggia 
11/6/2021,21,15,26,16,75,20,9,13,0,1016,0,0,
12/6/2021,23,15,28,16,66,20,9,15,0,1017,0,0,
13/6/2021,24,18,30,19,73,20,12,22,0,1016,0,0,
14/6/2021,23,19,25,18,73,22,21,39,0,1017,0,0,
15/6/2021,22,18,26,15,63,19,14,21,0,1018,0,0,
16/6/2021,22,16,27,18,81,18,9,17,0,1016,0,0,
17/6/2021,24,17,28,18,71,19,9,21,0,1016,0,0,
18/6/2021,25,20,30,19,73,21,9,18,0,1016,0,0,
19/6/2021,25,19,31,18,67,19,8,15,0,1015,0,0,
20/6/2021,26,20,31,20,73,20,8,13,0,1012,0,0,
21/6/2021,27,20,33,20,65,21,10,24,0,1008,0,0,
22/6/2021,26,22,30,22,78,17,11,22,0,1010,0,0,
23/6/2021,26,19,30,19,69,21,11,21,0,1013,0,0,
24/6/2021,26,21,30,20,71,20,10,21,0,1014,0,0,
25/6/2021,25,18,31,15,57,18,12,24,0,1014,0,0,
26/6/2021,23,16,29,16,66,19,9,21,0,1015,0,0,
27/6/2021,24,16,29,19,76,20,12,37,0,1014,0,0,
28/6/2021,25,18,29,21,77,17,13,26,0,1014,0,0,
29/6/2021,27,20,32,19,64,20,12,24,0,1011,0,0,
30/6/2021,26,20,32,14,51,20,19,31,0,1010,0,0,
1/7/2021,26,21,31,17,62,20,16,24,0,1011,0,0,
2/7/2021,23,18,27,18,74,20,12,18,0,1013,0,0,
3/7/2021,24,18,29,19,74,21,10,22,0,1013,0,0,
4/7/2021,24,20,28,20,77,20,11,22,0,1010,0,0,pioggia 
5/7/2021,24,18,29,18,73,19,11,17,0,1010,0,0,
6/7/2021,25,17,29,20,76,20,11,21,0,1012,0,0,
7/7/2021,27,20,32,20,68,20,11,24,0,1012,0,0,
8/7/2021,27,21,34,20,70,20,11,33,0,1014,0,0,
9/7/2021,25,17,30,16,61,21,11,22,0,1016,0,0,
10/7/2021,24,17,29,18,68,21,11,17,0,1014,0,0,
11/7/2021,25,19,30,19,71,19,9,18,0,1011,0,0,
12/7/2021,26,19,30,20,74,18,12,26,0,1011,0,0,
13/7/2021,24,20,31,20,80,20,11,65,0,1007,0,0,pioggia temporale 
14/7/2021,24,20,28,14,55,17,17,30,0,1011,0,0,
15/7/2021,22,15,26,16,69,18,9,18,0,1012,0,0,
16/7/2021,20,19,22,18,87,20,10,17,0,1012,0,0,pioggia 
17/7/2021,22,18,27,19,82,20,17,24,0,1010,0,0,pioggia 
18/7/2021,24,20,28,19,77,19,14,21,0,1009,0,0,
19/7/2021,25,21,29,19,72,20,10,15,0,1011,0,0,
20/7/2021,25,19,30,18,65,22,12,22,0,1013,0,0,
21/7/2021,25,19,29,21,80,18,12,22,0,1016,0,0,
22/7/2021,25,19,29,19,75,20,14,28,0,1016,0,0,
23/7/2021,25,19,29,20,78,20,11,21,0,1014,0,0,
24/7/2021,26,20,31,21,78,20,9,22,0,1011,0,0,
25/7/2021,27,22,33,19,64,20,10,22,0,1009,0,0,pioggia temporale 
26/7/2021,26,22,34,20,71,22,9,21,0,1011,0,0,
27/7/2021,26,23,31,22,81,20,10,22,0,1014,0,0,pioggia 
28/7/2021,26,20,30,21,76,20,10,18,0,1013,0,0,
29/7/2021,26,20,30,21,74,20,11,24,0,1013,0,0,
30/7/2021,26,18,32,17,60,22,8,15,0,1010,0,0,
31/7/2021,27,21,32,20,67,21,12,26,0,1008,0,0,
1/5/2021,16,13,18,14,88,8,9,17,0,1008,0,0,pioggia nebbia 
2/5/2021,17,14,20,8,54,19,26,39,0,1010,0,0,
3/5/2021,13,8,18,10,81,20,10,15,0,1019,0,0,
4/5/2021,14,7,21,9,73,23,9,17,0,1016,0,0,
5/5/2021,17,11,22,9,62,22,19,37,0,1009,0,0,
6/5/2021,19,14,23,9,53,21,19,31,0,1011,0,0,
7/5/2021,19,12,23,12,67,21,21,41,0,1009,0,0,
8/5/2021,16,13,18,11,74,19,14,21,0,1019,0,0,
9/5/2021,15,8,20,10,76,22,11,22,0,1019,0,0,
10/5/2021,17,11,23,14,81,18,11,26,0,1016,0,0,
11/5/2021,17,12,20,14,84,19,8,18,0,1011,0,0,pioggia 
12/5/2021,17,14,20,11,67,17,18,28,0,1008,0,0,pioggia 
13/5/2021,16,10,22,9,65,21,14,26,0,1005,0,0,
14/5/2021,16,9,22,10,72,21,9,18,0,1008,0,0,pioggia 
15/5/2021,16,11,20,11,73,20,13,30,0,1010,0,0,pioggia 
16/5/2021,18,14,21,13,73,20,9,22,0,1008,0,0,
17/5/2021,17,13,21,13,77,22,16,35,0,1006,0,0,pioggia temporale 
18/5/2021,16,8,24,9,70,20,12,18,0,1012,0,0,
19/5/2021,16,13,17,10,69,17,13,21,0,1013,0,0,pioggia 
20/5/2021,16,8,21,9,67,20,11,17,0,1017,0,0,
21/5/2021,18,10,25,8,57,21,9,15,0,1017,0,0,
22/5/2021,18,17,22,11,63,19,13,28,0,1013,0,0,
23/5/2021,20,15,26,13,67,18,13,30,0,1013,0,0,
24/5/2021,17,15,18,15,89,20,8,21,0,1015,0,0,pioggia temporale 
25/5/2021,18,12,23,8,57,20,21,46,0,1017,0,0,
26/5/2021,15,9,21,11,76,22,11,21,0,1017,0,0,
27/5/2021,17,11,23,12,74,21,7,15,0,1014,0,0,
28/5/2021,18,12,21,11,65,19,14,22,0,1018,0,0,
29/5/2021,18,12,23,13,76,21,12,24,0,1017,0,0,
30/5/2021,18,13,21,10,62,19,12,28,0,1019,0,0,pioggia 
31/5/2021,17,10,21,10,65,19,9,17,0,1019,0,0,
1/3/2021,6,-1,14,2,72,19,9,15,0,1030,0,0,
2/3/2021,7,1,13,4,83,20,8,13,0,1033,0,0,
3/3/2021,8,0,15,3,73,18,8,13,0,1031,0,0,
4/3/2021,9,1,14,5,79,21,8,15,0,1022,0,0,
5/3/2021,11,5,15,7,79,20,10,17,0,1016,0,0,
6/3/2021,7,2,9,4,77,18,20,37,0,1027,0,0,pioggia 
7/3/2021,5,-1,10,1,74,19,8,17,0,1024,0,0,
8/3/2021,6,-1,11,6,89,22,9,22,0,1017,0,0,
9/3/2021,9,4,11,6,85,19,11,18,0,1014,0,0,pioggia 
10/3/2021,7,2,12,3,78,18,10,17,0,1017,0,0,
11/3/2021,9,1,15,4,73,20,4,22,0,1018,0,0,
12/3/2021,13,7,18,6,66,20,11,33,0,1013,0,0,
13/3/2021,10,2,18,4,70,12,12,31,0,1013,0,0,nebbia 
14/3/2021,10,4,14,5,72,18,22,41,0,1007,0,0,pioggia 
15/3/2021,9,2,13,2,63,22,13,24,0,1010,0,0,
16/3/2021,9,4,14,3,56,20,10,21,0,1013,0,0,
17/3/2021,7,0,13,2,64,19,11,17,0,1016,0,0,
18/3/2021,6,1,10,3,77,19,11,33,0,1017,0,0,pioggia temporale 
19/3/2021,5,0,10,1,73,21,11,21,0,1015,0,0,
20/3/2021,6,0,10,2,68,20,17,26,0,1017,0,0,
21/3/2021,6,3,7,1,62,18,18,30,0,1014,0,0,
22/3/2021,7,1,11,2,67,19,10,13,0,1013,0,0,
23/3/2021,8,4,11,1,59,19,15,26,0,1022,0,0,
24/3/2021,7,-1,15,2,61,21,9,18,0,1022,0,0,
25/3/2021,9,1,15,4,75,19,9,18,0,1021,0,0,
26/3/2021,10,2,15,7,85,20,9,18,0,1023,0,0,
27/3/2021,12,6,17,7,72,20,10,21,0,1024,0,0,
28/3/2021,12,7,17,9,80,20,10,17,0,1030,0,0,
29/3/2021,13,4,19,8,75,19,8,17,0,1032,0,0,
30/3/2021,12,5,19,8,79,20,8,13,0,1030,0,0,
31/3/2021,13,6,21,7,71,20,7,15,0,1025,0,0,
1/11/2021,12,11,14,10,87,10,17,37,0,1004,0,0,pioggia 
2/11/2021,12,7,17,8,76,20,11,31,0,1003,0,0,
3/11/2021,13,10,15,10,83,19,13,24,0,1003,0,0,pioggia 
4/11/2021,12,8,17,6,70,18,12,35,0,1005,0,0,
5/11/2021,9,6,13,6,84,17,12,18,0,1017,0,0,
6/11/2021,9,8,12,7,83,18,13,21,0,1023,0,0,
7/11/2021,10,7,11,8,88,18,9,17,0,1019,0,0,pioggia 
8/11/2021,10,9,10,7,86,6,14,15,0,1017,0,0,pioggia 
9/11/2021,10,9,10,7,84,17,14,18,0,1024,0,0,
10/11/2021,11,10,13,9,86,17,9,15,0,1026,0,0,
11/11/2021,11,8,15,9,86,22,9,13,0,1024,0,0,
12/11/2021,9,7,15,7,84,7,4,9,0,1019,0,0,nebbia 
13/11/2021,8,5,11,5,85,1,6,13,0,1017,0,0,nebbia 
14/11/2021,12,10,15,9,84,7,9,26,0,1014,0,0,nebbia 
15/11/2021,14,12,15,12,89,19,20,35,0,1017,0,0,pioggia 
16/11/2021,10,8,11,7,87,4,15,21,0,1019,0,0,pioggia 
17/11/2021,10,9,11,7,84,4,14,21,0,1019,0,0,pioggia 
18/11/2021,11,10,12,8,84,4,10,15,0,1025,0,0,
19/11/2021,9,7,12,6,85,3,9,15,0,1028,0,0,nebbia 
20/11/2021,8,7,9,6,85,2,7,9,0,1024,0,0,
21/11/2021,7,6,8,5,87,3,7,13,0,1013,0,0,nebbia 
22/11/2021,9,7,9,6,86,2,15,18,0,1012,0,0,pioggia nebbia 
23/11/2021,9,6,12,7,84,17,10,15,0,1021,0,0,
24/11/2021,7,4,10,5,83,21,9,18,0,1021,0,0,
25/11/2021,6,5,8,4,87,12,15,22,0,1011,0,0,pioggia 
26/11/2021,6,5,10,4,86,15,11,18,0,997,0,0,pioggia 
27/11/2021,9,5,14,5,78,21,8,18,0,994,0,0,
28/11/2021,7,2,13,4,82,19,12,24,0,993,0,0,pioggia 
29/11/2021,5,1,7,3,87,20,16,26,0,1001,0,0,pioggia 
30/11/2021,5,-1,11,0,64,18,10,17,0,1015,0,0,
1/10/2021,17,13,21,13,80,16,8,11,0,1023,0,0,
2/10/2021,17,11,21,13,78,20,10,17,0,1019,0,0,
3/10/2021,18,12,25,15,82,18,10,26,0,1017,0,0,
4/10/2021,21,14,26,17,79,21,16,28,0,1016,0,0,
5/10/2021,20,17,24,14,70,20,14,21,0,1013,0,0,pioggia 
6/10/2021,17,13,24,13,82,16,10,17,0,1012,0,0,pioggia temporale 
7/10/2021,14,13,15,11,85,19,26,37,0,1013,0,0,pioggia 
8/10/2021,16,14,17,11,75,23,24,31,0,1018,0,0,pioggia 
9/10/2021,14,12,15,10,75,18,17,24,0,1021,0,0,pioggia 
10/10/2021,12,8,15,8,78,20,13,17,0,1020,0,0,
11/10/2021,13,10,16,9,79,21,18,28,0,1018,0,0,
12/10/2021,11,7,17,8,82,22,8,15,0,1016,0,0,
13/10/2021,10,7,16,8,86,18,8,17,0,1016,0,0,
14/10/2021,8,5,15,4,82,19,9,11,0,1023,0,0,
15/10/2021,10,4,16,6,79,21,12,21,0,1019,0,0,
16/10/2021,12,8,18,7,75,22,13,22,0,1018,0,0,
17/10/2021,10,7,17,7,85,17,11,17,0,1020,0,0,
18/10/2021,11,6,18,8,82,21,7,9,0,1024,0,0,
19/10/2021,12,5,17,8,81,22,6,13,0,1027,0,0,
20/10/2021,13,7,20,9,79,20,8,13,0,1024,0,0,
21/10/2021,16,11,20,12,76,24,11,26,0,1016,0,0,
22/10/2021,14,12,16,12,87,8,6,13,0,1015,0,0,pioggia 
23/10/2021,13,10,16,11,87,3,7,15,0,1022,0,0,nebbia 
24/10/2021,12,9,15,8,81,12,8,11,0,1026,0,0,nebbia 
25/10/2021,10,6,15,7,80,21,10,13,0,1023,0,0,
26/10/2021,12,11,13,9,82,20,7,11,0,1022,0,0,
27/10/2021,13,9,17,9,76,20,10,21,0,1025,0,0,
28/10/2021,10,7,16,7,84,20,9,13,0,1022,0,0,
29/10/2021,10,3,15,7,80,8,7,11,0,1019,0,0,nebbia 
30/10/2021,10,7,15,7,84,11,6,11,0,1018,0,0,
31/10/2021,12,10,14,10,87,5,8,13,0,1017,0,0,
1/9/2021,21,15,25,17,79,18,10,13,0,1020,0,0,
2/9/2021,20,15,25,14,72,18,9,17,0,1023,0,0,
3/9/2021,20,13,25,13,66,20,10,17,0,1019,0,0,
4/9/2021,20,14,25,15,75,18,7,17,0,1015,0,0,
5/9/2021,21,16,25,15,69,22,10,15,0,1017,0,0,
6/9/2021,22,15,26,15,69,19,12,15,0,1021,0,0,
7/9/2021,21,14,26,14,68,21,11,15,0,1021,0,0,
8/9/2021,20,14,26,15,73,20,10,17,0,1019,0,0,
9/9/2021,21,13,26,15,72,19,11,18,0,1017,0,0,
10/9/2021,21,14,25,17,78,20,10,18,0,1016,0,0,
11/9/2021,21,15,26,17,79,21,8,13,0,1016,0,0,
12/9/2021,20,14,27,14,73,21,9,13,0,1015,0,0,
13/9/2021,20,14,29,12,67,20,8,15,0,1015,0,0,
14/9/2021,23,15,29,15,65,19,9,15,0,1016,0,0,
15/9/2021,23,17,27,16,67,19,7,11,0,1017,0,0,
16/9/2021,21,19,24,19,88,21,6,13,0,1015,0,0,pioggia 
17/9/2021,21,19,24,19,87,22,10,17,0,1011,0,0,
18/9/2021,20,16,24,17,87,22,6,9,0,1012,0,0,pioggia temporale 
19/9/2021,20,15,26,17,79,19,8,18,0,1010,0,0,
20/9/2021,20,16,24,16,82,19,11,17,0,1012,0,0,pioggia 
21/9/2021,18,15,21,15,81,21,9,17,0,1021,0,0,
22/9/2021,18,12,22,12,73,19,9,17,0,1022,0,0,
23/9/2021,17,12,24,12,72,19,9,15,0,1022,0,0,
24/9/2021,18,10,23,13,75,20,8,17,0,1018,0,0,
25/9/2021,19,13,25,16,83,21,8,15,0,1020,0,0,
26/9/2021,20,15,25,17,83,19,13,46,0,1019,0,0,pioggia temporale 
27/9/2021,19,17,21,16,84,13,9,15,0,1017,0,0,
28/9/2021,18,15,24,16,84,11,7,13,0,1019,0,0,
29/9/2021,19,14,25,15,78,20,7,17,0,1017,0,0,
30/9/2021,18,15,23,15,81,18,11,17,0,1021,0,0,pioggia 
